게시판번호,11,12,13,14,15,16,17,18
237371,1,1,1,0,0,0,0,0
237354,0,1,1,0,0,1,1,0
237379,1,0,1,0,0,1,1,0
237358,1,1,1,0,0,0,0,0
237378,0,0,1,0,0,1,0,0
237355,1,0,1,0,0,0,0,0
237366,1,1,1,0,0,0,0,0
237356,0,1,0,1,0,0,0,0
237388,1,1,1,0,0,0,0,0
237390,1,1,1,0,0,1,1,1
237393,1,1,1,0,0,0,0,0
237461,1,1,0,1,0,0,0,0
237464,0,1,1,0,0,0,1,0
237466,0,0,0,1,0,0,0,0
237467,1,1,0,1,0,0,0,0
237468,1,1,1,1,0,0,1,0
237469,1,0,1,0,0,0,1,0
237474,1,0,1,0,0,1,0,1
237475,0,0,0,0,0,0,0,1
237478,1,1,1,0,0,1,1,0
237491,0,0,0,0,1,1,0,0
237494,0,0,0,0,0,0,0,0
237506,0,0,0,0,0,1,0,0
237508,1,0,1,0,0,0,1,0
237511,0,0,0,0,0,1,0,0
237521,1,1,1,0,0,0,0,1
237522,1,1,1,0,0,0,1,1
237523,1,1,1,0,0,0,1,0
237524,0,0,1,0,0,0,0,0
237527,1,1,1,0,0,0,1,0
237537,1,1,1,0,0,0,1,0
237541,1,1,1,0,0,0,1,0
237544,0,0,1,0,0,1,0,0
237549,1,1,1,0,0,0,0,0
237553,0,0,0,0,0,1,0,1
237302,0,1,0,0,0,0,0,0
237140,0,0,0,0,0,1,0,0
237141,0,0,1,1,0,0,1,0
237142,1,1,1,0,0,0,0,1
237144,0,0,0,0,0,0,0,0
237146,0,0,1,1,0,0,0,0
237153,0,0,1,0,0,0,1,0
237159,1,1,1,0,0,0,1,0
237166,0,1,0,0,0,1,0,0
237173,0,1,1,0,0,1,1,0
237177,1,1,0,0,0,1,1,0
237183,1,1,1,0,0,0,1,0
237291,1,1,1,0,0,0,1,0
237293,1,1,1,0,0,0,1,1
237194,1,1,1,0,0,0,1,0
237195,0,0,0,1,0,1,0,0
237200,0,1,0,1,0,0,1,0
237201,1,1,1,0,0,0,0,0
237219,1,1,1,0,0,0,0,0
237225,1,1,1,0,0,0,1,0
237227,1,1,1,0,0,0,1,1
237228,1,0,1,0,0,0,1,0
237232,1,1,1,0,0,0,0,0
237233,1,1,1,0,0,0,0,0
237236,1,1,1,0,0,0,1,0
237240,0,1,1,0,0,1,1,0
237241,0,1,0,0,0,0,0,0
237245,1,1,1,0,0,1,0,0
237288,0,0,0,1,0,0,0,0
237289,1,0,1,0,0,0,0,1
237307,0,1,1,0,0,0,0,0
237326,1,0,1,0,0,0,0,0
237327,1,1,1,0,0,0,0,0
236960,1,1,1,0,0,0,0,0
236962,1,1,1,0,0,0,1,0
236967,1,1,0,1,0,0,0,0
236969,1,1,1,0,0,0,0,0
236971,1,1,1,0,0,0,1,0
237021,0,0,0,0,0,1,0,1
237026,1,1,1,0,0,0,0,0
237032,1,1,1,0,0,0,0,0
237037,1,0,1,0,0,0,0,0
237044,1,1,1,0,0,0,1,0
237048,1,1,1,0,0,1,1,0
237049,1,0,1,0,0,1,0,0
237050,0,1,1,0,0,0,0,0
237052,1,0,1,0,0,0,0,1
237053,1,1,1,0,0,0,0,0
237059,0,0,0,0,0,0,0,0
237060,1,1,1,0,0,0,1,0
237061,1,1,1,0,0,0,0,0
237064,0,0,1,0,0,0,0,0
237065,0,0,0,0,0,1,1,0
237066,1,1,1,0,0,0,1,0
237067,1,1,1,0,0,0,1,1
237074,0,0,0,0,0,0,0,0
237075,0,0,0,1,0,1,0,0
237076,0,1,0,1,0,1,0,0
237078,0,0,0,0,0,0,0,0
237080,1,0,1,0,0,0,0,0
237081,0,0,1,0,0,1,0,1
237082,0,0,1,0,0,1,0,0
237090,0,0,0,0,0,1,0,1
237093,0,1,0,1,0,0,0,0
237103,0,0,0,0,0,0,0,0
237107,0,0,1,0,0,0,1,0
237109,1,0,1,0,0,0,1,0
237112,0,1,1,0,0,1,1,0
237136,1,1,1,0,0,0,0,0
237137,1,1,1,0,0,0,1,0
236822,0,0,0,0,0,1,0,0
236828,1,1,1,0,0,0,0,1
236832,0,0,0,0,0,1,0,0
236833,1,1,1,0,0,0,1,0
236838,1,1,1,0,0,1,1,0
236853,1,1,1,0,0,0,1,0
236859,1,1,1,0,0,0,1,1
236866,0,0,1,0,0,0,1,0
236867,1,1,1,0,0,0,1,0
236875,0,0,0,1,0,0,0,0
236882,0,1,0,1,0,0,0,0
236890,0,0,0,1,0,0,0,0
236894,1,1,1,0,0,0,0,0
236895,1,1,0,1,0,0,0,0
236901,1,1,1,0,0,0,0,0
236918,1,1,0,1,0,0,0,0
236919,1,1,0,1,0,0,0,0
236928,0,0,0,1,0,0,0,0
236930,0,1,0,1,0,0,0,0
236931,0,0,0,1,0,0,0,0
236942,0,0,0,0,0,1,0,0
236947,1,1,1,0,0,0,1,0
236671,0,1,0,0,1,1,0,0
236676,0,0,0,0,0,1,1,0
236682,0,0,1,1,0,0,0,0
236683,0,0,1,0,0,0,0,0
236689,0,0,0,1,0,0,0,0
236703,0,0,1,0,0,1,0,1
236708,1,1,1,0,0,0,1,0
236742,1,0,1,0,0,0,1,1
236731,0,0,0,1,0,0,0,0
236743,0,1,0,1,0,1,0,0
236745,1,1,1,0,0,0,0,0
236747,1,1,1,0,0,0,1,0
236758,0,0,0,0,0,1,0,1
236759,0,1,1,0,0,0,1,1
236760,1,1,1,0,0,1,1,0
236761,1,1,1,0,0,0,1,1
236769,1,1,1,0,0,0,1,0
236783,1,1,1,1,0,0,1,0
236787,0,0,0,1,0,0,0,0
236797,1,1,1,0,0,0,0,0
236500,0,1,0,1,0,0,0,0
236514,0,1,1,0,0,0,1,0
236536,0,0,0,1,0,1,0,0
236537,1,1,1,1,0,0,1,0
236553,1,0,1,0,0,1,0,0
236475,0,1,1,0,0,1,0,0
236549,1,1,0,1,0,0,0,0
236488,1,0,0,0,0,1,0,0
